Name,RollNo,Branch
Rishabh Sharma,M22510,Mathematics
Kunal Naidu,B21754,Biotechnology
Neha Patel,CE21589,Civil Engineering
Ujjwal Bajaj,M18530,Mathematics
Shalini Malhotra,CS20481,Computer Science
Aman Sarin,ME22601,Mechanical Engineering
Archana Wadhwa,EE22138,Electrical Engineering
Sanya Tiwari,AE23870,Aerospace Engineering
Aditi Nair,AE22181,Aerospace Engineering
Ritu Kohli,M23222,Mathematics
Sagar Goyal,ME21709,Mechanical Engineering
Sonam Ghosh,AE21929,Aerospace Engineering
Priya Yadav,E23350,Electronics
Kavya Pandey,CE23136,Civil Engineering
Rajat Kohli,EE22181,Electrical Engineering
Kavya Ghosh,CE23748,Civil Engineering
Ritu Garg,M24772,Mathematics
Isha Pandey,IT21573,Information Technology
Ananya Bose,CE20257,Chemical Engineering
Ritu Joshi,AE18094,Aerospace Engineering
Meera Bansal,CE21162,Chemical Engineering
Vishal Agarwal,CE23154,Civil Engineering
Vikram Tiwari,CS22738,Computer Science
Vani Kumar,B23206,Biotechnology
Tanvi Bose,E21160,Electronics
Naveen Naidu,IT18741,Information Technology
Simran Wadhwa,AE23349,Aerospace Engineering
Simran Chopra,E21032,Electronics
Harish Shah,EE24199,Electrical Engineering
Radhika Dutta,B20609,Biotechnology
Simran Mahajan,CE19366,Chemical Engineering
Karan Sharma,IT21386,Information Technology
Mihir Chakraborty,B20160,Biotechnology
Sneha Yadav,B24284,Biotechnology
Prakash Reddy,CE23230,Chemical Engineering
Vijay Goyal,ME23811,Mechanical Engineering
Ritu Yadav,CE20068,Chemical Engineering
Manish Shah,CE23017,Civil Engineering
Ujjwal Nair,EE20847,Electrical Engineering
Kavita Tiwari,CE18971,Civil Engineering
Ujjwal Kaur,ME18123,Mechanical Engineering
Anupam Malhotra,ME22071,Mechanical Engineering
Sagar Kaur,M22501,Mathematics
Gaurav Bansal,AE22214,Aerospace Engineering
Varun Gupta,EE24298,Electrical Engineering
Sonam Mishra,B22908,Biotechnology
Vishal Dutta,E21920,Electronics
Nisha Khanna,M19498,Mathematics
Amit Chatterjee,CE22032,Civil Engineering
Varun Chawla,M22697,Mathematics
Anupam Naidu,M21028,Mathematics
Arjun Sharma,ME20775,Mechanical Engineering
Nikhil Agarwal,ME20568,Mechanical Engineering
Arjun Saxena,AE24727,Aerospace Engineering
Mihir Singh,E21165,Electronics
Arjun Nair,CE23691,Chemical Engineering
Amit Joshi,B19053,Biotechnology
Gaurav Goyal,M20742,Mathematics
Archana Menon,CE21737,Chemical Engineering
Ishaan Wadhwa,CE24361,Civil Engineering
Amit Reddy,CE22442,Chemical Engineering
Simran Kapoor,M19882,Mathematics
Kavita Mehta,AE24810,Aerospace Engineering
Shivam Agarwal,AE20772,Aerospace Engineering
Sakshi Reddy,B24111,Biotechnology
Samarth Mehta,CE22132,Chemical Engineering
Vikram Deshpande,IT18359,Information Technology
Ujjwal Kohli,CS24535,Computer Science
Prakash Bhat,CE20896,Chemical Engineering
Prakash Goyal,E18424,Electronics
Mallika Chatterjee,B23920,Biotechnology
Aman Bansal,ME21091,Mechanical Engineering
Ananya Nair,B20298,Biotechnology
Sahil Nair,CE23990,Chemical Engineering
Tanvi Goyal,M24642,Mathematics
Kavita Sarin,AE20649,Aerospace Engineering
Harish Gupta,EE20849,Electrical Engineering
Kavya Reddy,EE18259,Electrical Engineering
Sonam Chatterjee,IT23389,Information Technology
Aryan Tiwari,CE18550,Chemical Engineering
Meera Bansal,AE24886,Aerospace Engineering
Arjun Choudhury,M19658,Mathematics
Sandeep Ghosh,CE24620,Civil Engineering
Pooja Desai,IT21619,Information Technology
Simran Choudhury,EE19590,Electrical Engineering
Nikhil Reddy,IT21244,Information Technology
Sonam Chawla,CE18798,Chemical Engineering
Ashish Bajaj,AE21792,Aerospace Engineering
Aditya Reddy,CE19578,Chemical Engineering
Shivam Shah,AE18760,Aerospace Engineering
Vishal Patil,CE18404,Civil Engineering
Vijay Kohli,B24500,Biotechnology
Vikram Saxena,IT23233,Information Technology
Vikram Chawla,IT22731,Information Technology
Kunal Saxena,E22902,Electronics
Sandeep Yadav,CE20318,Civil Engineering
Pooja Mishra,CS18357,Computer Science
Rashi Agarwal,CS23400,Computer Science
Ritika Singh,IT19254,Information Technology
Divya Kumar,EE19751,Electrical Engineering
Shalini Rao,M18264,Mathematics
Sandeep Saxena,M20348,Mathematics
Radhika Das,AE21257,Aerospace Engineering
Aditi Sethi,E23159,Electronics
Aditi Desai,ME22092,Mechanical Engineering
Harsh Patil,CS20670,Computer Science
Ankit Chawla,CS24026,Computer Science
Gaurav Bose,B18567,Biotechnology
Kunal Bose,B24011,Biotechnology
Ankit Agarwal,CE23053,Chemical Engineering
Aditi Gupta,ME18104,Mechanical Engineering
Dhruv Sarin,B24254,Biotechnology
Rohan Kohli,CE24699,Civil Engineering
Ashish Chopra,IT24137,Information Technology
Akash Shah,IT22668,Information Technology
Pankaj Sarin,B21025,Biotechnology
Simran Bansal,B22150,Biotechnology
Garima Sharma,CE21823,Chemical Engineering
Anupam Iyer,E20162,Electronics
Kavita Saxena,AE23616,Aerospace Engineering
Ishaan Joshi,B19269,Biotechnology
Aryan Verma,B22220,Biotechnology
Amit Kohli,CE20962,Civil Engineering
Shalini Mehta,AE22338,Aerospace Engineering
Nikhil Naidu,B18132,Biotechnology
Shivam Chawla,CS22111,Computer Science
Ashish Sarin,CE22648,Chemical Engineering
Kunal Reddy,IT18499,Information Technology
Shreya Sarin,AE18879,Aerospace Engineering
Divya Agarwal,IT23498,Information Technology
Sagar Mehta,CS20420,Computer Science
Ananya Chawla,CE20583,Chemical Engineering
Akash Iyer,M22606,Mathematics
Archana Singh,E19633,Electronics
Shubham Malhotra,CE19781,Civil Engineering
Garima Mehta,IT18242,Information Technology
Nisha Ghosh,IT23773,Information Technology
Aditi Tiwari,CE21137,Civil Engineering
Gaurav Desai,CS20496,Computer Science
Garima Verma,EE19756,Electrical Engineering
Rahul Verma,CE22047,Civil Engineering
Ishaan Tiwari,M20506,Mathematics
Ananya Pandey,B18607,Biotechnology
Priya Das,ME18779,Mechanical Engineering
Shubham Sharma,AE20489,Aerospace Engineering
Vikram Chawla,EE20137,Electrical Engineering
Nikhil Kaur,E19251,Electronics
Sahil Agarwal,EE18807,Electrical Engineering
Ankit Saxena,E19887,Electronics
Aryan Chatterjee,M23030,Mathematics
Ishaan Mehta,E24275,Electronics
Devika Shah,B24255,Biotechnology
Karan Patil,ME20612,Mechanical Engineering
Kunal Iyer,ME21941,Mechanical Engineering
Rishabh Chopra,M24614,Mathematics
Sakshi Khanna,AE18551,Aerospace Engineering
Aditya Agarwal,IT21922,Information Technology
Vijay Kapoor,CS18722,Computer Science
Pooja Mishra,ME19747,Mechanical Engineering
Rajat Chawla,M21002,Mathematics
Sonam Das,M22061,Mathematics
Varun Yadav,CS18904,Computer Science
Simran Shah,E21142,Electronics
Arjun Deshpande,AE18875,Aerospace Engineering
Yash Kohli,IT18980,Information Technology
Sanya Kapoor,AE23293,Aerospace Engineering
Rashi Deshpande,EE19002,Electrical Engineering
Shalini Pillai,CE21269,Chemical Engineering
Varun Bajaj,AE21575,Aerospace Engineering
Varun Iyer,IT19409,Information Technology
Shreya Iyer,CE21004,Chemical Engineering
Simran Mahajan,B22570,Biotechnology
Bhavya Agarwal,E22574,Electronics
Kunal Yadav,CE22308,Chemical Engineering
Arjun Mahajan,EE18042,Electrical Engineering
Ananya Kaur,IT20724,Information Technology
Yash Chatterjee,ME22286,Mechanical Engineering
Payal Wadhwa,ME19426,Mechanical Engineering
Aryan Saxena,E21996,Electronics
Isha Desai,IT24617,Information Technology
Aryan Malhotra,CE22038,Chemical Engineering
Deepak Rao,ME20022,Mechanical Engineering
Raj Mahajan,M18321,Mathematics
Ritu Goyal,CE18391,Civil Engineering
Karan Bajaj,B22399,Biotechnology
Anjali Joshi,CE22327,Civil Engineering
Rishabh Saxena,CS22996,Computer Science
Neha Choudhury,M20557,Mathematics
Raj Tiwari,AE24412,Aerospace Engineering
Mallika Bhat,CS24690,Computer Science
Raj Menon,CE23381,Civil Engineering
Rashi Kohli,M22246,Mathematics
Simran Desai,ME19380,Mechanical Engineering
Deepak Patil,EE20136,Electrical Engineering
Sagar Choudhury,CE18193,Civil Engineering
Samarth Goyal,EE21125,Electrical Engineering
Amit Patel,E18595,Electronics
Tanvi Ghosh,AE19526,Aerospace Engineering
Rishabh Kumar,E24313,Electronics
Divya Naidu,IT18237,Information Technology
Meera Gupta,AE24369,Aerospace Engineering
Shalini Rao,M20314,Mathematics
Rohan Shah,AE19247,Aerospace Engineering
Aryan Trivedi,B19333,Biotechnology
Gaurav Dutta,CE24241,Civil Engineering
Samarth Malhotra,CS19387,Computer Science
Neha Patil,AE22342,Aerospace Engineering
Harsh Nair,CE24529,Civil Engineering
Sonam Rao,AE21144,Aerospace Engineering
Ayush Bose,AE21639,Aerospace Engineering
Jatin Dutta,M24441,Mathematics
Rahul Pillai,AE20684,Aerospace Engineering
Sandeep Kohli,ME18649,Mechanical Engineering
Sneha Pandey,B18902,Biotechnology
Suresh Choudhury,CS20693,Computer Science
Rajat Singh,B20242,Biotechnology
Shalini Ghosh,B24123,Biotechnology
Rashi Mehta,CE21571,Chemical Engineering
Payal Agarwal,M23208,Mathematics
Anjali Gupta,CE18236,Chemical Engineering
Garima Ghosh,CE22920,Chemical Engineering
Shalini Mehta,AE24084,Aerospace Engineering
Pankaj Pandey,EE18686,Electrical Engineering
Simran Mahajan,EE22555,Electrical Engineering
Samarth Wadhwa,CE22063,Chemical Engineering
Sonia Chopra,AE19722,Aerospace Engineering
Sahil Bajaj,ME18590,Mechanical Engineering
Sagar Choudhury,CE18478,Civil Engineering
Aditi Garg,CE19077,Civil Engineering
Samarth Patel,EE24604,Electrical Engineering
Sonam Bajaj,M24438,Mathematics
Aryan Choudhury,ME23656,Mechanical Engineering
Ankit Chopra,EE24471,Electrical Engineering
Neha Garg,CE21165,Civil Engineering
Vani Sharma,ME22521,Mechanical Engineering
Payal Malhotra,M20703,Mathematics
Mallika Menon,AE21916,Aerospace Engineering
Sandeep Desai,IT22649,Information Technology
Aditya Trivedi,CE22449,Chemical Engineering
Radhika Das,B18298,Biotechnology
Radhika Choudhury,E22925,Electronics
Ujjwal Kumar,CE19719,Chemical Engineering
Nisha Singh,EE18553,Electrical Engineering
Pooja Sarin,B22839,Biotechnology
Sagar Saxena,ME22626,Mechanical Engineering
Garima Kaur,EE18520,Electrical Engineering
Harish Chawla,M18361,Mathematics
Sonia Bhat,IT18514,Information Technology
Rashi Pillai,M18112,Mathematics
Kunal Pillai,E22136,Electronics
Harsh Nair,AE21263,Aerospace Engineering
Sandeep Nair,IT24146,Information Technology
Prakash Wadhwa,EE23506,Electrical Engineering
Archana Kohli,EE18633,Electrical Engineering
Sonam Garg,B21798,Biotechnology
Rahul Gupta,IT24174,Information Technology
Shalini Das,CS23064,Computer Science
Jatin Pandey,EE18030,Electrical Engineering
Vijay Singh,E22662,Electronics
Ashish Kapoor,CE24793,Civil Engineering
Vikram Deshpande,M19771,Mathematics
Samarth Chawla,EE22729,Electrical Engineering
Sandeep Verma,CS20736,Computer Science
Jatin Mehta,CE18930,Chemical Engineering
Gaurav Yadav,CE18802,Chemical Engineering
Shivam Pillai,EE22814,Electrical Engineering
Anjali Mishra,CE18128,Civil Engineering
Vikram Chatterjee,EE20820,Electrical Engineering
Kavya Sharma,B18601,Biotechnology
Pankaj Ghosh,EE23339,Electrical Engineering
Neha Shah,B23491,Biotechnology
Sanya Tiwari,IT18385,Information Technology
Divya Yadav,CE24061,Chemical Engineering
Shivam Deshpande,EE18842,Electrical Engineering
Priya Kumar,ME21078,Mechanical Engineering
Pooja Nair,IT20714,Information Technology
Shivam Saxena,CE18927,Chemical Engineering
Rishabh Nair,AE21461,Aerospace Engineering
Yash Khanna,B23437,Biotechnology
Prakash Chakraborty,AE23205,Aerospace Engineering
Harish Bajaj,CE20883,Chemical Engineering
Nisha Rao,CE24580,Chemical Engineering
Harsh Chawla,E20796,Electronics
Payal Chatterjee,CE23813,Chemical Engineering
Ayush Sharma,CS18947,Computer Science
Nisha Dutta,B24711,Biotechnology
Suresh Yadav,AE18351,Aerospace Engineering
Ashish Bansal,AE24827,Aerospace Engineering
Rahul Sarin,B22074,Biotechnology
Akash Patil,ME22139,Mechanical Engineering
Isha Bansal,B24783,Biotechnology
Simran Patel,EE24584,Electrical Engineering
Vijay Shah,CE19509,Chemical Engineering
Ishaan Chopra,AE21720,Aerospace Engineering
Sneha Chawla,IT24087,Information Technology
Madhav Das,M18467,Mathematics
Akash Chopra,CS20964,Computer Science
Sagar Malhotra,B24138,Biotechnology
Pankaj Malhotra,CE23830,Chemical Engineering
Tanvi Chakraborty,ME20287,Mechanical Engineering
Anupam Kohli,E24184,Electronics
Shalini Bose,CE21516,Chemical Engineering
Rohan Khanna,E18465,Electronics
Ritika Trivedi,E20995,Electronics
Ritu Deshpande,E20225,Electronics
Aryan Kumar,CE21960,Chemical Engineering
Bhavya Mahajan,EE21486,Electrical Engineering
Archana Saxena,E20671,Electronics
Vani Sarin,EE23829,Electrical Engineering
Karan Mehta,AE23587,Aerospace Engineering
Ujjwal Shah,CE20538,Chemical Engineering
Pankaj Agarwal,AE23271,Aerospace Engineering
Jatin Tiwari,IT18914,Information Technology
Bhavya Tiwari,AE20396,Aerospace Engineering
Kavya Chakraborty,AE21260,Aerospace Engineering
Harish Desai,CE18606,Chemical Engineering
Pankaj Patel,IT24687,Information Technology
Priya Menon,M20374,Mathematics
Sneha Khanna,CE21867,Civil Engineering
Rohan Gupta,CS22658,Computer Science
Sagar Kohli,EE20952,Electrical Engineering
Prakash Patel,EE21326,Electrical Engineering
Samarth Chopra,EE18743,Electrical Engineering
Naveen Kohli,CE22751,Civil Engineering
Sanya Mahajan,M21947,Mathematics
Dhruv Mehta,M23887,Mathematics
Ishaan Singh,CS23399,Computer Science
Sandeep Bansal,B21679,Biotechnology
Simran Naidu,CE19130,Chemical Engineering
Garima Nair,IT24469,Information Technology
Radhika Saxena,B22903,Biotechnology
Kavita Bhat,CS24663,Computer Science
Shivam Pandey,E20410,Electronics
Rashi Naidu,E23707,Electronics
Sonam Bajaj,M24609,Mathematics
Gaurav Dutta,CE23907,Civil Engineering
Aditya Kapoor,M21177,Mathematics
Ayush Malhotra,B20972,Biotechnology
Tushar Verma,CE22301,Civil Engineering
Mallika Yadav,AE20431,Aerospace Engineering
Ashish Pandey,CE24399,Chemical Engineering
Madhav Kumar,EE20745,Electrical Engineering
Meera Garg,CE19402,Chemical Engineering
Aman Menon,CE18209,Chemical Engineering
Aditi Mahajan,AE19161,Aerospace Engineering
Meera Dutta,CE24538,Civil Engineering
Shreya Sharma,CE23852,Civil Engineering
Kavya Singh,AE21275,Aerospace Engineering
Sakshi Sarin,M19261,Mathematics
Harsh Menon,AE20680,Aerospace Engineering
Rajat Verma,EE20807,Electrical Engineering
Ankit Chawla,CE21668,Civil Engineering
Ujjwal Pandey,EE19811,Electrical Engineering
Bhavya Singh,ME23871,Mechanical Engineering
Tushar Bhat,CE19864,Civil Engineering
Aditi Nair,EE20216,Electrical Engineering
Ashish Singh,IT21115,Information Technology
Mihir Naidu,AE18921,Aerospace Engineering
Payal Pillai,CS20395,Computer Science
Rahul Chatterjee,AE20314,Aerospace Engineering
Kunal Kohli,CE24251,Civil Engineering
Radhika Bose,B22334,Biotechnology
Isha Wadhwa,M18400,Mathematics
Sonia Kaur,B20658,Biotechnology
Raj Banerjee,ME21303,Mechanical Engineering
Vishal Chawla,EE20988,Electrical Engineering
Mihir Malhotra,EE23495,Electrical Engineering
Pooja Saxena,CE23775,Civil Engineering
Jatin Patil,E24235,Electronics
Rahul Mahajan,E22672,Electronics
Vani Joshi,AE20518,Aerospace Engineering
Sonam Sethi,CE19423,Civil Engineering
Gaurav Banerjee,ME21396,Mechanical Engineering
Sandeep Singh,EE18787,Electrical Engineering
Shalini Kumar,CE20252,Chemical Engineering
Aditya Naidu,EE20699,Electrical Engineering
Prakash Banerjee,AE20080,Aerospace Engineering
Harish Nair,CS21919,Computer Science
Divya Trivedi,B24491,Biotechnology
Ritu Sarin,M21709,Mathematics
Dhruv Khanna,AE23777,Aerospace Engineering
Gaurav Pandey,M22664,Mathematics
Raj Chatterjee,CE22743,Chemical Engineering
Sagar Garg,B23477,Biotechnology
Vishal Mishra,B24402,Biotechnology
Harish Deshpande,M19933,Mathematics
Ankit Kaur,AE24594,Aerospace Engineering
Divya Patel,IT21442,Information Technology
Sneha Iyer,IT24327,Information Technology
Bhavya Bajaj,AE21142,Aerospace Engineering
Shivam Iyer,IT21773,Information Technology
Sneha Pandey,IT21935,Information Technology
Ritika Iyer,B19217,Biotechnology
Tushar Rao,EE22788,Electrical Engineering
Garima Banerjee,IT18072,Information Technology
Tanvi Garg,CE18790,Civil Engineering
Anupam Chatterjee,B22697,Biotechnology
Ankit Das,CS22574,Computer Science
Samarth Chawla,B18862,Biotechnology
Dhruv Joshi,CE19964,Civil Engineering
Vijay Mehta,CS24065,Computer Science
Arjun Goyal,E18006,Electronics
Aman Bose,CE19378,Civil Engineering
Tushar Bansal,CS23666,Computer Science
Sakshi Bajaj,CS24562,Computer Science
Harsh Naidu,AE20711,Aerospace Engineering
Raj Goyal,E23133,Electronics
Naveen Reddy,M18772,Mathematics
Shubham Malhotra,ME22249,Mechanical Engineering
Sonam Tiwari,ME20938,Mechanical Engineering
Devika Pillai,B23562,Biotechnology
Shubham Tiwari,IT19366,Information Technology
Amit Menon,E21672,Electronics
Dhruv Sethi,AE23889,Aerospace Engineering
Sonia Choudhury,CE24936,Chemical Engineering
Meera Yadav,E21315,Electronics
Anupam Pillai,AE20624,Aerospace Engineering
Amit Bose,EE21013,Electrical Engineering
Vani Khanna,IT20648,Information Technology
Harish Desai,IT18274,Information Technology
Radhika Trivedi,IT22082,Information Technology
Sagar Choudhury,CE18481,Chemical Engineering
Varun Chatterjee,B18258,Biotechnology
Tushar Sarin,M18765,Mathematics
Neha Kumar,CE19672,Civil Engineering
Simran Agarwal,CE22226,Chemical Engineering
Jatin Dutta,E20382,Electronics
Sakshi Sharma,CE18702,Civil Engineering
Rishabh Patel,M21376,Mathematics
Sanya Joshi,ME24171,Mechanical Engineering
Harish Mehta,CE18410,Civil Engineering
Prakash Mehta,CE21923,Chemical Engineering
Anupam Gupta,AE19869,Aerospace Engineering
Yash Mehta,E20039,Electronics
Aditya Agarwal,M21538,Mathematics
Deepak Patil,B21881,Biotechnology
Karan Saxena,B23095,Biotechnology
Shreya Bhat,IT20390,Information Technology
Ujjwal Reddy,M20632,Mathematics
Sakshi Yadav,EE24798,Electrical Engineering
Simran Kohli,CS20923,Computer Science
Sonia Khanna,ME23368,Mechanical Engineering
Sakshi Choudhury,AE18751,Aerospace Engineering
Payal Shah,B18162,Biotechnology
Vikram Trivedi,CE18560,Chemical Engineering
Ankit Choudhury,B18470,Biotechnology
Sanya Dutta,CE18190,Chemical Engineering
Dhruv Menon,B19573,Biotechnology
Kavita Malhotra,E21415,Electronics
Harsh Rao,AE24949,Aerospace Engineering
Mihir Chatterjee,B24873,Biotechnology
Amit Ghosh,M19367,Mathematics
Bhavya Goyal,CE19189,Chemical Engineering
Arjun Menon,CS19635,Computer Science
Karan Malhotra,AE18623,Aerospace Engineering
Garima Joshi,E20418,Electronics
Ujjwal Tiwari,CE19023,Chemical Engineering
Samarth Iyer,E23458,Electronics
Ishaan Garg,E19123,Electronics
Raj Malhotra,E23401,Electronics
Shubham Joshi,E20540,Electronics
Manish Khanna,CE19874,Chemical Engineering
Nikhil Sethi,M23272,Mathematics
Aditi Nair,AE18130,Aerospace Engineering
Prakash Yadav,M24640,Mathematics
Sonia Deshpande,AE20659,Aerospace Engineering
Arjun Bose,E23504,Electronics
Pankaj Patel,B21861,Biotechnology
Archana Mishra,CE18939,Chemical Engineering
Aditi Mehta,ME23716,Mechanical Engineering
Sagar Bose,B23221,Biotechnology
Harsh Nair,EE23862,Electrical Engineering
Garima Singh,IT21208,Information Technology
Mallika Bansal,M21233,Mathematics
Sagar Singh,EE20240,Electrical Engineering
Harish Goyal,CE24507,Chemical Engineering
Rajat Joshi,IT19463,Information Technology
Jatin Mishra,E19083,Electronics
Pooja Bajaj,B20263,Biotechnology
Amit Sethi,B19718,Biotechnology
Jatin Bansal,M22039,Mathematics
Ritu Das,IT22278,Information Technology
Akash Chakraborty,EE19134,Electrical Engineering
Nikhil Nair,M24757,Mathematics
Suresh Goyal,E23238,Electronics
Sagar Chatterjee,IT21861,Information Technology
Vishal Shah,CE21262,Civil Engineering
Varun Desai,ME22264,Mechanical Engineering
